OBJECTID,REEF_NAME,LATITUDE,LONGITUDE,VISIT_NO,YEAR_CODE,REPORT_YEA,MEAN_LIVE_,MEAN_SOFT_,MEAN_DEAD_,TOTAL_COTS,MEAN_COTS_,TOTAL_TROU,MEAN_TROUT,TOWS
23,18023S,-18.141667000000002,146.974999999999994,10.285714285714286,200159.428571428579744,2002.285714285714221,14.924000000000001,2.677800000000000,3.984142857142857,220.714285714285722,12.261857142857142,7.000000000000000,0.380555555555556,18.142857142857142
25,18026S,-18.333333000000000,146.741667000000007,10.000000000000000,200102.000000000000000,2002.000000000000000,2.759000000000000,2.241000000000000,5.374000000000000,369.000000000000000,4.241000000000000,,,87.000000000000000
137,GANNETT CAY REEF,-21.983332999999998,152.474999999999994,13.400000000000000,200473.399999999994179,2005.400000000000091,18.565400000000000,4.323750000000000,2.544120000000000,77.920000000000002,3.994040000000000,63.416666666666664,3.167445792835313,19.760000000000002
171,KEEPER REEF,-18.750000000000000,147.266667000000012,10.500000000000000,200152.500000000000000,2002.500000000000000,15.007500000000000,2.524000000000000,4.300000000000000,710.000000000000000,14.199499999999999,,,51.000000000000000
183,LODESTONE REEF,-18.699999999999999,147.099999999999994,10.500000000000000,200152.500000000000000,2002.500000000000000,9.303500000000000,2.418500000000000,4.270500000000000,204.000000000000000,4.501000000000000,,,42.000000000000000
276,TAYLOR REEF,-17.833333000000000,146.550000000000011,19.888888888888889,201100.777777777781012,2011.888888888888914,14.320555555555554,3.639111111111111,2.340555555555556,199.444444444444457,3.614333333333334,14.125000000000000,0.274219072517393,52.888888888888886
284,TURNER REEF,-21.725000000000001,152.558333000000005,13.454545454545455,200478.181818181823473,2005.454545454545496,25.311954545454547,9.739555555555556,1.627454545454545,131.545454545454533,2.685727272727273,51.000000000000000,0.936217095404482,51.090909090909093
